min=0,max=1
Chr1A_a	0	500000	0.2618500
Chr1A_a	500000	1000000	0.2086180
Chr1A_a	1000000	1500000	0.2787360
Chr1A_a	1500000	2000000	0.2636680
Chr1A_a	2000000	2500000	0.2813060
Chr1A_a	2500000	3000000	0.3031940
Chr1A_a	3000000	3500000	0.3053100
Chr1A_a	3500000	4000000	0.3010460
Chr1A_a	4000000	4500000	0.2870140
Chr1A_a	4500000	5000000	0.2869700
Chr1A_a	5000000	5500000	0.1746980
Chr1A_a	5500000	6000000	0.2319260
Chr1A_a	6000000	6500000	0.2118060
Chr1A_a	6500000	7000000	0.2183260
Chr1A_a	7000000	7500000	0.2030180
Chr1A_a	7500000	8000000	0.2873520
Chr1A_a	8000000	8500000	0.3030160
Chr1A_a	8500000	9000000	0.2176780
Chr1A_a	9000000	9500000	0.1857040
Chr1A_a	9500000	10000000	0.2659440
Chr1A_a	10000000	10500000	0.2089780
Chr1A_a	10500000	11000000	0.2329400
Chr1A_a	11000000	11500000	0.0092660
Chr1A_a	11500000	12000000	0.0565480
Chr1A_a	12000000	12500000	0.1710780
Chr1A_a	12500000	13000000	0.1804780
Chr1A_a	13000000	13500000	0.2486300
Chr1A_a	13500000	14000000	0.1879740
Chr1A_a	14000000	14500000	0.1433160
Chr1A_a	14500000	15000000	0.3198840
Chr1A_a	15000000	15500000	0.1929480
Chr1A_a	15500000	16000000	0.1065540
Chr1A_a	16000000	16500000	0.2872580
Chr1A_a	16500000	17000000	0.1604340
Chr1A_a	17000000	17500000	0.2486700
Chr1A_a	17500000	18000000	0.2294640
Chr1A_a	18000000	18500000	0.2729840
Chr1A_a	18500000	19000000	0.1409420
Chr1A_a	19000000	19500000	0.1433600
Chr1A_a	19500000	20000000	0.2035100
Chr1A_a	20000000	20500000	0.0937680
Chr1A_a	20500000	21000000	0.0844340
Chr1A_a	21000000	21500000	0.1693740
Chr1A_a	21500000	22000000	0.1511920
Chr1A_a	22000000	22500000	0.1433560
Chr1A_a	22500000	23000000	0.1664240
Chr1A_a	23000000	23500000	0.1250460
Chr1A_a	23500000	24000000	0.1906460
Chr1A_a	24000000	24500000	0.1165100
Chr1A_a	24500000	25000000	0.0658720
Chr1A_a	25000000	25500000	0.2096300
Chr1A_a	25500000	26000000	0.1819040
Chr1A_a	26000000	26500000	0.1541120
Chr1A_a	26500000	27000000	0.1607000
Chr1A_a	27000000	27500000	0.1057300
Chr1A_a	27500000	28000000	0.0478860
Chr1A_a	28000000	28500000	0.0538000
Chr1A_a	28500000	29000000	0.0380140
Chr1A_a	29000000	29500000	0.1465600
Chr1A_a	29500000	30000000	0.0747960
Chr1A_a	30000000	30500000	0.1011020
Chr1A_a	30500000	31000000	0.1714080
Chr1A_a	31000000	31500000	0.0446180
Chr1A_a	31500000	32000000	0.1390220
Chr1A_a	32000000	32500000	0.1229600
Chr1A_a	32500000	33000000	0.0787340
Chr1A_a	33000000	33500000	0.2787020
Chr1A_a	33500000	34000000	0.0236320
Chr1A_a	34000000	34500000	0.1093640
Chr1A_a	34500000	35000000	0.0532100
Chr1A_a	35000000	35500000	0.0333400
Chr1A_a	35500000	36000000	0.0232180
Chr1A_a	36000000	36500000	0.0501980
Chr1A_a	36500000	37000000	0.0624240
