Chr1A_a	0	500000	44
Chr1A_a	500000	1000000	38
Chr1A_a	1000000	1500000	23
Chr1A_a	1500000	2000000	51
Chr1A_a	2000000	2500000	40
Chr1A_a	2500000	3000000	46
Chr1A_a	3000000	3500000	30
Chr1A_a	3500000	4000000	46
Chr1A_a	4000000	4500000	42
Chr1A_a	4500000	5000000	55
Chr1A_a	5000000	5500000	36
Chr1A_a	5500000	6000000	47
Chr1A_a	6000000	6500000	33
Chr1A_a	6500000	7000000	41
Chr1A_a	7000000	7500000	30
Chr1A_a	7500000	8000000	41
Chr1A_a	8000000	8500000	39
Chr1A_a	8500000	9000000	35
Chr1A_a	9000000	9500000	41
Chr1A_a	9500000	10000000	34
Chr1A_a	10000000	10500000	27
Chr1A_a	10500000	11000000	41
Chr1A_a	11000000	11500000	5
Chr1A_a	11500000	12000000	10
Chr1A_a	12000000	12500000	27
Chr1A_a	12500000	13000000	35
Chr1A_a	13000000	13500000	35
Chr1A_a	13500000	14000000	31
Chr1A_a	14000000	14500000	27
Chr1A_a	14500000	15000000	43
Chr1A_a	15000000	15500000	30
Chr1A_a	15500000	16000000	16
Chr1A_a	16000000	16500000	49
Chr1A_a	16500000	17000000	29
Chr1A_a	17000000	17500000	46
Chr1A_a	17500000	18000000	41
Chr1A_a	18000000	18500000	40
Chr1A_a	18500000	19000000	33
Chr1A_a	19000000	19500000	20
Chr1A_a	19500000	20000000	35
Chr1A_a	20000000	20500000	12
Chr1A_a	20500000	21000000	20
Chr1A_a	21000000	21500000	28
Chr1A_a	21500000	22000000	29
Chr1A_a	22000000	22500000	17
Chr1A_a	22500000	23000000	31
Chr1A_a	23000000	23500000	21
Chr1A_a	23500000	24000000	30
Chr1A_a	24000000	24500000	17
Chr1A_a	24500000	25000000	8
Chr1A_a	25000000	25500000	31
Chr1A_a	25500000	26000000	28
Chr1A_a	26000000	26500000	26
Chr1A_a	26500000	27000000	26
Chr1A_a	27000000	27500000	15
Chr1A_a	27500000	28000000	15
Chr1A_a	28000000	28500000	12
Chr1A_a	28500000	29000000	14
Chr1A_a	29000000	29500000	24
Chr1A_a	29500000	30000000	14
Chr1A_a	30000000	30500000	21
Chr1A_a	30500000	31000000	24
Chr1A_a	31000000	31500000	9
Chr1A_a	31500000	32000000	15
Chr1A_a	32000000	32500000	22
Chr1A_a	32500000	33000000	15
Chr1A_a	33000000	33500000	30
Chr1A_a	33500000	34000000	10
Chr1A_a	34000000	34500000	20
Chr1A_a	34500000	35000000	6
Chr1A_a	35000000	35500000	6
Chr1A_a	35500000	36000000	4
Chr1A_a	36000000	36500000	11
Chr1A_a	36500000	37000000	12
Chr1A_a	37000000	37500000	21
Chr1A_a	37500000	38000000	6
Chr1A_a	38000000	38500000	2
Chr1A_a	38500000	39000000	2
Chr1A_a	39000000	39500000	1
Chr1A_a	39500000	40000000	9
Chr1A_a	40000000	40500000	3
Chr1A_a	40500000	41000000	5
Chr1A_a	41000000	41500000	26
Chr1A_a	41500000	42000000	4
Chr1A_a	42000000	42500000	7
Chr1A_a	42500000	43000000	2
Chr1A_a	43000000	43500000	14
Chr1A_a	43500000	44000000	2
Chr1A_a	44000000	44500000	6
Chr1A_a	44500000	45000000	10
Chr1A_a	45000000	45500000	8
Chr1A_a	45500000	46000000	5
Chr1A_a	46000000	46500000	4
Chr1A_a	46500000	47000000	2
Chr1A_a	47000000	47500000	3
Chr1A_a	47500000	48000000	14
Chr1A_a	48000000	48500000	6
Chr1A_a	48500000	49000000	6
Chr1A_a	49000000	49500000	4
Chr1A_a	49500000	50000000	3
Chr1A_a	50000000	50500000	0
Chr1A_a	50500000	51000000	7
Chr1A_a	51000000	51500000	14
Chr1A_a	51500000	52000000	7
Chr1A_a	52000000	52500000	2
Chr1A_a	52500000	53000000	8
Chr1A_a	53000000	53500000	4
Chr1A_a	53500000	54000000	8
Chr1A_a	54000000	54500000	8
Chr1A_a	54500000	55000000	5
Chr1A_a	55000000	55500000	0
Chr1A_a	55500000	56000000	5
Chr1A_a	56000000	56500000	2
Chr1A_a	56500000	57000000	7
Chr1A_a	57000000	57500000	4
Chr1A_a	57500000	58000000	2
Chr1A_a	58000000	58500000	3
Chr1A_a	58500000	59000000	4
Chr1A_a	59000000	59500000	3
Chr1A_a	59500000	60000000	5
Chr1A_a	60000000	60500000	4
Chr1A_a	60500000	61000000	6
Chr1A_a	61000000	61500000	5
Chr1A_a	61500000	62000000	1
Chr1A_a	62000000	62500000	15
Chr1A_a	62500000	63000000	4
Chr1A_a	63000000	63500000	10
Chr1A_a	63500000	64000000	5
Chr1A_a	64000000	64500000	1
Chr1A_a	64500000	65000000	5
Chr1A_a	65000000	65500000	1
Chr1A_a	65500000	66000000	1
Chr1A_a	66000000	66500000	12
Chr1A_a	66500000	67000000	9
Chr1A_a	67000000	67500000	3
Chr1A_a	67500000	68000000	6
Chr1A_a	68000000	68500000	0
Chr1A_a	68500000	69000000	4
Chr1A_a	69000000	69500000	11
Chr1A_a	69500000	70000000	1
Chr1A_a	70000000	70500000	1
Chr1A_a	70500000	71000000	4
Chr1A_a	71000000	71500000	2
Chr1A_a	71500000	72000000	8
Chr1A_a	72000000	72500000	3
Chr1A_a	72500000	73000000	1
Chr1A_a	73000000	73500000	4
Chr1A_a	73500000	74000000	8
Chr1A_a	74000000	74500000	14
Chr1A_a	74500000	75000000	5
Chr1A_a	75000000	75500000	1
Chr1A_a	75500000	76000000	4
Chr1A_a	76000000	76500000	0
Chr1A_a	76500000	77000000	1
